title,star_rating,price,source,title_cleaned
When We Were Orphans,3.49,0.0,Goodreads_Real,when we were orphans
The Silence of the Lambs,4.27,0.0,Goodreads_Real,the silence of the lambs
The Big Bad Wolf,3.99,0.0,Goodreads_Real,the big bad wolf
L'Équilibre du monde,4.36,0.0,Goodreads_Real,léquilibre du monde
The Wit &  Wisdom of Winston Churchill,3.98,0.0,Goodreads_Real,the wit   wisdom of winston churchill
Midnight's Children,3.98,0.0,Goodreads_Real,midnights children
Built to Last: Successful Habits of Visionary Companies,3.99,0.0,Goodreads_Real,built to last successful habits of visionary companies
The Life and Times of the Thunderbolt Kid: A Memoir,3.94,0.0,Goodreads_Real,the life and times of the thunderbolt kid a memoir
Autobiography of Thomas Jefferson,3.89,0.0,Goodreads_Real,autobiography of thomas jefferson
Pardonable Lies (Maisie Dobbs  #3),4.09,0.0,Goodreads_Real,pardonable lies maisie dobbs  3
Slaughterhouse Blues: The Meat and Poultry Industry in North America,3.46,0.0,Goodreads_Real,slaughterhouse blues the meat and poultry industry in north america
The Poisonwood Bible,4.06,0.0,Goodreads_Real,the poisonwood bible
Earthly Powers,4.16,0.0,Goodreads_Real,earthly powers
How Tom Beat Captain Najork and His Hired Sportsmen (Captain Najork #1),4.29,0.0,Goodreads_Real,how tom beat captain najork and his hired sportsmen captain najork 1
My Ishmael (Ishmael  #3),4.07,0.0,Goodreads_Real,my ishmael ishmael  3
McCarthy's Bar: A Journey of Discovery in Ireland,3.8,0.0,Goodreads_Real,mccarthys bar a journey of discovery in ireland
El misterio de Salem's Lot,4.02,0.0,Goodreads_Real,el misterio de salems lot
Amelia Bedelia Goes Camping,4.13,0.0,Goodreads_Real,amelia bedelia goes camping
Kushiel's Justice (Imriel's Trilogy  #2),4.25,0.0,Goodreads_Real,kushiels justice imriels trilogy  2
Best of London (Lonely Planet Best Of),3.83,0.0,Goodreads_Real,best of london lonely planet best of
Skipping Christmas,3.49,0.0,Goodreads_Real,skipping christmas
Caught Stealing (Hank Thompson  #1),4.04,0.0,Goodreads_Real,caught stealing hank thompson  1
The Teeth of the Tiger (Jack Ryan Universe  #12),3.64,0.0,Goodreads_Real,the teeth of the tiger jack ryan universe  12
McSweeney's #19,3.8,0.0,Goodreads_Real,mcsweeneys 19
J.R.R. Tolkien: Artist and Illustrator,4.14,0.0,Goodreads_Real,jrr tolkien artist and illustrator
Vineland,3.69,0.0,Goodreads_Real,vineland
Across the River and into the Trees,3.33,0.0,Goodreads_Real,across the river and into the trees
Selected Non-Fictions,4.43,0.0,Goodreads_Real,selected nonfictions
Death in Holy Orders (Adam Dalgliesh  #11),3.92,0.0,Goodreads_Real,death in holy orders adam dalgliesh  11
Life Is a Caravanserai,3.71,0.0,Goodreads_Real,life is a caravanserai
Battle of the Bunheads (Scrambled Legs  #2),3.5,0.0,Goodreads_Real,battle of the bunheads scrambled legs  2
La casa en Mango Street,3.63,0.0,Goodreads_Real,la casa en mango street
H.G. Wells' The War of the Worlds (Graphic Novel),3.87,0.0,Goodreads_Real,hg wells the war of the worlds graphic novel
Ubik,4.09,0.0,Goodreads_Real,ubik
Tara Road,3.9,0.0,Goodreads_Real,tara road
The Feynman Lectures on Physics  3 Vols,4.6,0.0,Goodreads_Real,the feynman lectures on physics  3 vols
Ultimate Annuals  Volume 2,3.21,0.0,Goodreads_Real,ultimate annuals  volume 2
The Woman in White,4.0,0.0,Goodreads_Real,the woman in white
Children of the Mind (Ender's Saga  #4),3.76,0.0,Goodreads_Real,children of the mind enders saga  4
Balzac And The Little Chinese Seamstress,3.64,0.0,Goodreads_Real,balzac and the little chinese seamstress
El coronel no tiene quien le escriba,3.75,0.0,Goodreads_Real,el coronel no tiene quien le escriba
Angle of Repose,4.27,0.0,Goodreads_Real,angle of repose
Only the River Runs Free (The Galway Chronicles  #1),4.09,0.0,Goodreads_Real,only the river runs free the galway chronicles  1
Waterworks,3.44,0.0,Goodreads_Real,waterworks
Rock 'n' Roll,3.71,0.0,Goodreads_Real,rock n roll
Industrial Magic (Women of the Otherworld #4),4.13,0.0,Goodreads_Real,industrial magic women of the otherworld 4
Suddenly Daddy (Suddenly #1),3.78,0.0,Goodreads_Real,suddenly daddy suddenly 1
How to Stop Worrying and Start Living,4.12,0.0,Goodreads_Real,how to stop worrying and start living
The Picture of Dorian Gray,4.08,0.0,Goodreads_Real,the picture of dorian gray
Jill the Reckless,4.02,0.0,Goodreads_Real,jill the reckless
Zur Genealogie der Moral,4.11,0.0,Goodreads_Real,zur genealogie der moral
Harry Potter y la Orden del Fénix (Harry Potter  #5),4.49,0.0,Goodreads_Real,harry potter y la orden del fénix harry potter  5
Death Note  Vol. 2: Confluence (Death Note  #2),4.43,0.0,Goodreads_Real,death note  vol 2 confluence death note  2
The Jungle Books,4.02,0.0,Goodreads_Real,the jungle books
New Media Language,3.0,0.0,Goodreads_Real,new media language
The Best American Mystery Stories 2004,3.55,0.0,Goodreads_Real,the best american mystery stories 2004
Essentials of Conservation Biology,3.92,0.0,Goodreads_Real,essentials of conservation biology
Winter's Tales,3.9,0.0,Goodreads_Real,winters tales
A Place So Foreign and Eight More,3.72,0.0,Goodreads_Real,a place so foreign and eight more
The Greatest Generation,4.01,0.0,Goodreads_Real,the greatest generation
The Firm,4.01,0.0,Goodreads_Real,the firm
Unweaving the Rainbow: Science  Delusion and the Appetite for Wonder,4.02,0.0,Goodreads_Real,unweaving the rainbow science  delusion and the appetite for wonder
Lila: An Inquiry Into Morals (Phaedrus  #2),3.78,0.0,Goodreads_Real,lila an inquiry into morals phaedrus  2
The God Delusion,3.9,0.0,Goodreads_Real,the god delusion
"Don't Be a Jerk: And Other Practical Advice from Dogen, Japan's Greatest Zen Master",2.0,37.97,Scraped_Fictional,dont be a jerk and other practical advice from dogen japans greatest zen master
What a Scare  Jesse Bear,3.47,0.0,Goodreads_Real,what a scare  jesse bear
The Rainbow,3.69,0.0,Goodreads_Real,the rainbow
Oracle Night,3.78,0.0,Goodreads_Real,oracle night
Does Anything Eat Wasps?: And 101 Other Unsettling  Witty Answers to Questions You Never Thought You Wanted to Ask,3.52,0.0,Goodreads_Real,does anything eat wasps and 101 other unsettling  witty answers to questions you never thought you wanted to ask
P.S. I Love You (Sealed with a Kiss #4),2.83,0.0,Goodreads_Real,ps i love you sealed with a kiss 4
Andrew Carnegie and the Rise of Big Business (Library of American Biography Series),3.25,0.0,Goodreads_Real,andrew carnegie and the rise of big business library of american biography series
Time and Again (Time  #1),3.96,0.0,Goodreads_Real,time and again time  1
On Film (Thinking in Action),3.9,0.0,Goodreads_Real,on film thinking in action
Human Traces,3.63,0.0,Goodreads_Real,human traces
A Cat  a Man  and Two Women,3.8,0.0,Goodreads_Real,a cat  a man  and two women
The Captive & The Fugitive (In Search of Lost Time  #5-6),4.39,0.0,Goodreads_Real,the captive  the fugitive in search of lost time  56
The Prime of Miss Jean Brodie / The Girls of Slender Means / The Driver's Seat / The Only Problem,3.79,0.0,Goodreads_Real,the prime of miss jean brodie  the girls of slender means  the drivers seat  the only problem
The Call of the Wild and Selected Stories: 100th Anniversary Ed.,3.82,0.0,Goodreads_Real,the call of the wild and selected stories 100th anniversary ed
The Last Dance: Encountering Death and Dying,3.77,0.0,Goodreads_Real,the last dance encountering death and dying
Bridget Jones: The Edge Of Reason (Bridget Jones #2),3.57,0.0,Goodreads_Real,bridget jones the edge of reason bridget jones 2
The Blank Slate: The Modern Denial of Human Nature,4.08,0.0,Goodreads_Real,the blank slate the modern denial of human nature
Tropic of Capricorn,3.78,0.0,Goodreads_Real,tropic of capricorn
In the Lake of the Woods,3.78,0.0,Goodreads_Real,in the lake of the woods
Mary Queen of Scots,4.05,0.0,Goodreads_Real,mary queen of scots
The Wise Woman,3.32,0.0,Goodreads_Real,the wise woman
Step on a Crack (Michael Bennett  #1),4.01,0.0,Goodreads_Real,step on a crack michael bennett  1
The Symposium,4.04,0.0,Goodreads_Real,the symposium
Balzac und die kleine chinesische Schneiderin,3.64,0.0,Goodreads_Real,balzac und die kleine chinesische schneiderin
?????? 10,4.6,0.0,Goodreads_Real, 10
Mon Ami Maigret,3.62,0.0,Goodreads_Real,mon ami maigret
The Fixer,3.96,0.0,Goodreads_Real,the fixer
JLA: Earth 2,3.97,0.0,Goodreads_Real,jla earth 2
Eleanor Rigby,3.65,0.0,Goodreads_Real,eleanor rigby
A History of Britain: The Fate Of Empire 1776-2000 (A History of Britain  #3),4.06,0.0,Goodreads_Real,a history of britain the fate of empire 17762000 a history of britain  3
Sideways Stories from Wayside School (Wayside School #1),4.15,0.0,Goodreads_Real,sideways stories from wayside school wayside school 1
Encyclopedia Brown and the Case of the Sleeping Dog (Encyclopedia Brown  #21),4.04,0.0,Goodreads_Real,encyclopedia brown and the case of the sleeping dog encyclopedia brown  21
The Shadow Party: How George Soros  Hillary Clinton  and Sixties Radicals Seized Control of the Democratic Party,4.2,0.0,Goodreads_Real,the shadow party how george soros  hillary clinton  and sixties radicals seized control of the democratic party
Gefahr im Roten Meer (Treason's Harbour) (Aubrey/Maturin Book 9),4.38,0.0,Goodreads_Real,gefahr im roten meer treasons harbour aubreymaturin book 9
A Tale of Two Cities,3.84,0.0,Goodreads_Real,a tale of two cities
Saint Augustine,3.55,0.0,Goodreads_Real,saint augustine
To America with Love: Letters from the Underground,3.96,0.0,Goodreads_Real,to america with love letters from the underground
Tom's Midnight Garden,4.07,0.0,Goodreads_Real,toms midnight garden
Night Sky with Exit Wounds,1.0,41.05,Scraped_Fictional,night sky with exit wounds
A Wicked Gentleman (Cavendish Square  #1),3.62,0.0,Goodreads_Real,a wicked gentleman cavendish square  1
Air Gear  Vol. 3 (Air Gear  #3),4.09,0.0,Goodreads_Real,air gear  vol 3 air gear  3
El reino del dragón de oro,3.84,0.0,Goodreads_Real,el reino del dragón de oro
Deep Fire Rising (Philip Mercer  #6),4.19,0.0,Goodreads_Real,deep fire rising philip mercer  6
The Ethics of Rhetoric,4.14,0.0,Goodreads_Real,the ethics of rhetoric
Mortal Fear,3.75,0.0,Goodreads_Real,mortal fear
Norden,4.09,0.0,Goodreads_Real,norden
The Last Shogun: The Life of Tokugawa Yoshinobu,3.76,0.0,Goodreads_Real,the last shogun the life of tokugawa yoshinobu
Girls in Pants: The Third Summer of the Sisterhood (Sisterhood  #3),3.83,0.0,Goodreads_Real,girls in pants the third summer of the sisterhood sisterhood  3
House of Incest,3.8,0.0,Goodreads_Real,house of incest
Doing It Over (Most Likely To #1),3.0,35.61,Scraped_Fictional,doing it over most likely to 1
Islam: A Short History,4.02,0.0,Goodreads_Real,islam a short history
Shards of a Broken Crown (The Serpentwar Saga  #4),4.02,0.0,Goodreads_Real,shards of a broken crown the serpentwar saga  4
Giada's Family Dinners,3.96,0.0,Goodreads_Real,giadas family dinners
Swan Song,4.28,0.0,Goodreads_Real,swan song
Oh  Play That Thing,3.29,0.0,Goodreads_Real,oh  play that thing
A Magic-Lover's Treasury of the Fantastic,3.58,0.0,Goodreads_Real,a magiclovers treasury of the fantastic
One of Us,4.04,0.0,Goodreads_Real,one of us
Stargirl LitPlans on CD,4.86,0.0,Goodreads_Real,stargirl litplans on cd
Forfeit,3.94,0.0,Goodreads_Real,forfeit
Animal Farm,3.93,0.0,Goodreads_Real,animal farm
In Pursuit of the Proper Sinner (Inspector Lynley  #10),4.1,0.0,Goodreads_Real,in pursuit of the proper sinner inspector lynley  10
They Dare to Speak Out: People and Institutions Confront Israel's Lobby,4.07,0.0,Goodreads_Real,they dare to speak out people and institutions confront israels lobby
Lover Eternal (Black Dagger Brotherhood  #2),4.35,0.0,Goodreads_Real,lover eternal black dagger brotherhood  2
Wanderlust: A History of Walking,3.92,0.0,Goodreads_Real,wanderlust a history of walking
The Gutsy Girl: Escapades for Your Life of Epic Adventure,1.0,37.13,Scraped_Fictional,the gutsy girl escapades for your life of epic adventure
Why Are All The Black Kids Sitting Together in the Cafeteria?: A Psychologist Explains the Development of Racial Identity,4.21,0.0,Goodreads_Real,why are all the black kids sitting together in the cafeteria a psychologist explains the development of racial identity
The Group,3.66,0.0,Goodreads_Real,the group
The Complete C.S. Lewis Signature Classics,4.61,0.0,Goodreads_Real,the complete cs lewis signature classics
Las aventuras de Sherlock Holmes,4.33,0.0,Goodreads_Real,las aventuras de sherlock holmes
PHP and MySQL Web Development (Developer's Library),3.96,0.0,Goodreads_Real,php and mysql web development developers library
Temperatures Rising,3.45,0.0,Goodreads_Real,temperatures rising
Hamlet,4.02,0.0,Goodreads_Real,hamlet
The Heart of a Woman,4.2,0.0,Goodreads_Real,the heart of a woman
The World Is Flat: A Brief History of the Twenty-first Century,3.68,0.0,Goodreads_Real,the world is flat a brief history of the twentyfirst century
L'Éveil d'Endymion II,4.25,0.0,Goodreads_Real,léveil dendymion ii
Taxation of Mineral Rents,5.0,0.0,Goodreads_Real,taxation of mineral rents
Hell's Kitchen (John Pellam  #3),3.6,0.0,Goodreads_Real,hells kitchen john pellam  3
Sula,3.93,0.0,Goodreads_Real,sula
The Art of the Hunchback of Notre Dame,4.44,0.0,Goodreads_Real,the art of the hunchback of notre dame
Letters from Africa  1914-1931,4.21,0.0,Goodreads_Real,letters from africa  19141931
The Children's Book of America,4.19,0.0,Goodreads_Real,the childrens book of america
Whole Earth Software Catalog,3.92,0.0,Goodreads_Real,whole earth software catalog
Divine By Choice (Partholon  #2),4.1,0.0,Goodreads_Real,divine by choice partholon  2
Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume I: Strategic Play,4.24,0.0,Goodreads_Real,harrington on hold em expert strategy for nolimit tournaments  volume i strategic play
Dead Souls,3.99,0.0,Goodreads_Real,dead souls
The House of Life: Rachel Carson at Work,3.95,0.0,Goodreads_Real,the house of life rachel carson at work
A Short History of World War II,3.95,0.0,Goodreads_Real,a short history of world war ii
Wookiee Cookies: A Star Wars Cookbook,3.93,0.0,Goodreads_Real,wookiee cookies a star wars cookbook
King Richard II,3.77,0.0,Goodreads_Real,king richard ii
Seven Novels,4.14,0.0,Goodreads_Real,seven novels
A People's History of the United States,4.08,0.0,Goodreads_Real,a peoples history of the united states
The Dark Arena,3.35,0.0,Goodreads_Real,the dark arena
Desert Children,3.71,0.0,Goodreads_Real,desert children
A Break with Charity: A Story about the Salem Witch Trials,3.79,0.0,Goodreads_Real,a break with charity a story about the salem witch trials
Verbatim: From the bawdy to the sublime  the best writing on language for word lovers  grammar mavens  and armchair linguists,3.59,0.0,Goodreads_Real,verbatim from the bawdy to the sublime  the best writing on language for word lovers  grammar mavens  and armchair linguists
Winchester Shotguns,5.0,0.0,Goodreads_Real,winchester shotguns
Treasure Island (Great Illustrated Classics),4.05,0.0,Goodreads_Real,treasure island great illustrated classics
Theory of Colours,4.06,0.0,Goodreads_Real,theory of colours
Casino Royale,3.7,0.0,Goodreads_Real,casino royale
The Drifting Classroom  Vol. 4 (Drifting Classroom),3.91,0.0,Goodreads_Real,the drifting classroom  vol 4 drifting classroom
Kurt Vonnegut's Cat's Cradle (Modern Critical Interpretations),4.35,0.0,Goodreads_Real,kurt vonneguts cats cradle modern critical interpretations
????? 12????????,4.24,0.0,Goodreads_Real, 12
Assassin's Quest (Farseer Trilogy  #3),4.18,0.0,Goodreads_Real,assassins quest farseer trilogy  3
Grimus,3.41,0.0,Goodreads_Real,grimus
The Right Attitude to Rain (Isabel Dalhousie  #3),3.75,0.0,Goodreads_Real,the right attitude to rain isabel dalhousie  3
Paradise Lost,3.82,0.0,Goodreads_Real,paradise lost
The Mother Tongue: English and How It Got That Way,3.93,0.0,Goodreads_Real,the mother tongue english and how it got that way
Flirting With Danger,3.0,0.0,Goodreads_Real,flirting with danger
Shadow Puppets (Shadow Series  #3),3.89,0.0,Goodreads_Real,shadow puppets shadow series  3
The Tarot Cafe  #1,3.88,0.0,Goodreads_Real,the tarot cafe  1
Diary of a Spider,4.25,0.0,Goodreads_Real,diary of a spider
A Crack in the Edge of the World,3.78,0.0,Goodreads_Real,a crack in the edge of the world
Worlds Apart (Worlds 2),3.69,0.0,Goodreads_Real,worlds apart worlds 2
Changing Planes,3.83,0.0,Goodreads_Real,changing planes
Allegiance (Star Wars),3.99,0.0,Goodreads_Real,allegiance star wars
The Price of Pleasure (Sutherland Brothers  #2),4.0,0.0,Goodreads_Real,the price of pleasure sutherland brothers  2
Forty Signs of Rain (Science in the Capital #1),3.54,0.0,Goodreads_Real,forty signs of rain science in the capital 1
Fugitive Prince (Wars of Light and Shadow  #4),3.89,0.0,Goodreads_Real,fugitive prince wars of light and shadow  4
Shadows At Sunset,3.63,0.0,Goodreads_Real,shadows at sunset
Collected Tales  Sketches  Speeches  & Essays 18521890,4.29,0.0,Goodreads_Real,collected tales  sketches  speeches   essays 18521890
The Unfortunate Tobacconist & Other Mysteries (Sherlock Holmes 1-6),3.5,0.0,Goodreads_Real,the unfortunate tobacconist  other mysteries sherlock holmes 16
A Ring of Endless Light (Austin Family  #4),4.15,0.0,Goodreads_Real,a ring of endless light austin family  4
The Nightmare Room: The Nightmare Begins! (The Nightmare Room  #1-3),3.88,0.0,Goodreads_Real,the nightmare room the nightmare begins the nightmare room  13
Turtle Moon,3.83,0.0,Goodreads_Real,turtle moon
Touched with Fire: Manic-Depressive Illness and the Artistic Temperament,4.02,0.0,Goodreads_Real,touched with fire manicdepressive illness and the artistic temperament
The Woman Warrior,3.73,0.0,Goodreads_Real,the woman warrior
Prep : A Novel,3.38,0.0,Goodreads_Real,prep  a novel
A Separate Peace,3.57,0.0,Goodreads_Real,a separate peace
Ten Days to Self-Esteem,3.96,0.0,Goodreads_Real,ten days to selfesteem
23 Days in July: Inside the Tour de France and Lance Armstrong's Record-Breaking Victory,3.67,0.0,Goodreads_Real,23 days in july inside the tour de france and lance armstrongs recordbreaking victory
The Third Victim (Quincy & Rainie  #2),4.16,0.0,Goodreads_Real,the third victim quincy  rainie  2
Awakening Intuition: Using Your Mind-Body Network for Insight and Healing,3.93,0.0,Goodreads_Real,awakening intuition using your mindbody network for insight and healing
The Poetry of Sylvia Plath,4.25,0.0,Goodreads_Real,the poetry of sylvia plath
Dostoevsky  Kierkegaard  Nietzsche and Kafka,3.57,0.0,Goodreads_Real,dostoevsky  kierkegaard  nietzsche and kafka
Dinner with Anna Karenina,2.99,0.0,Goodreads_Real,dinner with anna karenina
1491: New Revelations of the Americas Before Columbus,4.02,0.0,Goodreads_Real,1491 new revelations of the americas before columbus
The Part-Time Wife (The Secret Lives of Society Wives  #6),3.6,0.0,Goodreads_Real,the parttime wife the secret lives of society wives  6
The Doctor's House,2.96,0.0,Goodreads_Real,the doctors house
Aladdin and His Wonderful Lamp,3.0,53.13,Scraped_Fictional,aladdin and his wonderful lamp
Virtual Vandals (Tom Clancy's Net Force Explorers  #1),4.01,0.0,Goodreads_Real,virtual vandals tom clancys net force explorers  1
Far From the Madding Crowd,3.94,0.0,Goodreads_Real,far from the madding crowd
2nd Chance (Women's Murder Club  #2),4.04,0.0,Goodreads_Real,2nd chance womens murder club  2
Ghosthunters and the Incredibly Revolting Ghost (Ghosthunters  #1),3.73,0.0,Goodreads_Real,ghosthunters and the incredibly revolting ghost ghosthunters  1
Glamorous Powers (Starbridge  #2),4.19,0.0,Goodreads_Real,glamorous powers starbridge  2
Before Night Falls,3.39,0.0,Goodreads_Real,before night falls
The Secret School,3.79,0.0,Goodreads_Real,the secret school
The Restaurant at the End of the Universe (The Hitchhiker's Guide to the Galaxy  #2),4.22,0.0,Goodreads_Real,the restaurant at the end of the universe the hitchhikers guide to the galaxy  2
Drop City,3.85,0.0,Goodreads_Real,drop city
A Tale of Love and Darkness,4.22,0.0,Goodreads_Real,a tale of love and darkness
Park Profiles: Grand Canyon Country (Park Profiles),4.1,0.0,Goodreads_Real,park profiles grand canyon country park profiles
The Life Of Dashiell Hammett,3.73,0.0,Goodreads_Real,the life of dashiell hammett
Explode the Code 1,4.37,0.0,Goodreads_Real,explode the code 1
The Tale of Despereaux,4.04,0.0,Goodreads_Real,the tale of despereaux
The Story of Avis,3.55,0.0,Goodreads_Real,the story of avis
Binary,3.53,0.0,Goodreads_Real,binary
The Suppliant Maidens/The Persians/Seven against Thebes/Prometheus Bound,4.1,0.0,Goodreads_Real,the suppliant maidensthe persiansseven against thebesprometheus bound
Harry Potter und der Gefangene von Askaban (Harry Potter  #3),4.56,0.0,Goodreads_Real,harry potter und der gefangene von askaban harry potter  3
Welcome to the Great Mysterious,3.78,0.0,Goodreads_Real,welcome to the great mysterious
Outlander (Outlander  #1),4.23,0.0,Goodreads_Real,outlander outlander  1
Things to Bring  S#!t to Do: And Other Inventories of Anxiety: My Life in Lists,3.67,0.0,Goodreads_Real,things to bring  st to do and other inventories of anxiety my life in lists
How to Read a Poem,3.73,0.0,Goodreads_Real,how to read a poem
Regeneration Through Violence: The Mythology of the American Frontier  16001860,4.3,0.0,Goodreads_Real,regeneration through violence the mythology of the american frontier  16001860
Seawolf Class (Silent Service #3),3.96,0.0,Goodreads_Real,seawolf class silent service 3
Tropic of Orange,3.55,0.0,Goodreads_Real,tropic of orange
The Moonstone,3.91,0.0,Goodreads_Real,the moonstone
Arrowsmith,3.82,0.0,Goodreads_Real,arrowsmith
Ada  or Ardor: A Family Chronicle,4.15,0.0,Goodreads_Real,ada  or ardor a family chronicle
The Art of Dreaming,4.1,0.0,Goodreads_Real,the art of dreaming
Young Men and Fire,4.08,0.0,Goodreads_Real,young men and fire
Boogaloo on 2nd Avenue,3.17,0.0,Goodreads_Real,boogaloo on 2nd avenue
Supreme Power: Hyperion,3.45,0.0,Goodreads_Real,supreme power hyperion
The Feynman Lectures on Physics Vols 5-6,4.59,0.0,Goodreads_Real,the feynman lectures on physics vols 56
The Gangs of New York,3.6,0.0,Goodreads_Real,the gangs of new york
Crown Duel (Crown & Court #1-2),4.19,0.0,Goodreads_Real,crown duel crown  court 12
Warrior of the Light,3.7,0.0,Goodreads_Real,warrior of the light
Big Money,3.93,0.0,Goodreads_Real,big money
Manhunt,3.7,0.0,Goodreads_Real,manhunt
Selected Writings,4.29,0.0,Goodreads_Real,selected writings
Pope Joan: Translated & Adapted from the Greek,3.92,0.0,Goodreads_Real,pope joan translated  adapted from the greek
Dragon's Eye (Stonefort  #1),3.43,0.0,Goodreads_Real,dragons eye stonefort  1
Crime Stories and Other Writings,4.39,0.0,Goodreads_Real,crime stories and other writings
Mao II,3.68,0.0,Goodreads_Real,mao ii
I Don't Know How She Does It (Kate Reddy  #1),3.33,0.0,Goodreads_Real,i dont know how she does it kate reddy  1
Understanding The Lord of the Rings: The Best of Tolkien Criticism,4.02,0.0,Goodreads_Real,understanding the lord of the rings the best of tolkien criticism
Maximum City: Bombay Lost and Found,3.93,0.0,Goodreads_Real,maximum city bombay lost and found
Dangling Man,3.54,0.0,Goodreads_Real,dangling man
Cutting Edge (Tom Clancy's Power Plays  #6),3.86,0.0,Goodreads_Real,cutting edge tom clancys power plays  6
The Complete Plays,4.27,0.0,Goodreads_Real,the complete plays
A Midwife's Story,4.07,0.0,Goodreads_Real,a midwifes story
II Maccabees,4.04,0.0,Goodreads_Real,ii maccabees
The Diary of Ellen Rimbauer: My Life at Rose Red,3.67,0.0,Goodreads_Real,the diary of ellen rimbauer my life at rose red
The Bridegroom,3.77,0.0,Goodreads_Real,the bridegroom
The Bon Appetit Cookbook,4.07,0.0,Goodreads_Real,the bon appetit cookbook
What You Think of Me Is None of My Business,4.1,0.0,Goodreads_Real,what you think of me is none of my business
Todo está iluminado,3.9,0.0,Goodreads_Real,todo está iluminado
Planet of the Apes: The Fall,2.92,0.0,Goodreads_Real,planet of the apes the fall
Bizarre World,3.38,0.0,Goodreads_Real,bizarre world
Tarzan of the Apes: Tarzan of the Apes/The Son of Tarzan/Tarzan at the Earth's Core/Tarzan Triumphant,4.14,0.0,Goodreads_Real,tarzan of the apes tarzan of the apesthe son of tarzantarzan at the earths coretarzan triumphant
River of Shadows: Eadweard Muybridge and the Technological Wild West,4.15,0.0,Goodreads_Real,river of shadows eadweard muybridge and the technological wild west
A Portrait of the Artist as a Young Man,3.61,0.0,Goodreads_Real,a portrait of the artist as a young man
Ariadne's Web (Book of the Gods  #2),3.67,0.0,Goodreads_Real,ariadnes web book of the gods  2
Mountain of Black Glass (Otherland  #3),4.05,0.0,Goodreads_Real,mountain of black glass otherland  3
Air Gear  Vol. 1 (Air Gear  #1),3.92,0.0,Goodreads_Real,air gear  vol 1 air gear  1
The Common Good,4.01,0.0,Goodreads_Real,the common good
Der Golem,3.75,0.0,Goodreads_Real,der golem
Birdsong,4.09,0.0,Goodreads_Real,birdsong
Basket Case,3.82,0.0,Goodreads_Real,basket case
Bacacay,3.94,0.0,Goodreads_Real,bacacay
Death Match (Tom Clancy's Net Force Explorers  #18),4.17,0.0,Goodreads_Real,death match tom clancys net force explorers  18
Casino Royale (James Bond  #1),3.73,0.0,Goodreads_Real,casino royale james bond  1
Fucked By Rock + Cd,3.96,0.0,Goodreads_Real,fucked by rock  cd
JLA: Tierra 2,3.97,0.0,Goodreads_Real,jla tierra 2
FINAL FANTASY X Official Strategy Guide,4.29,0.0,Goodreads_Real,final fantasy x official strategy guide
Mr. Majeika and the School Trip,3.85,0.0,Goodreads_Real,mr majeika and the school trip
The Idiot Girls' Action-Adventure Club: True Tales from a Magnificent and Clumsy Life,3.88,0.0,Goodreads_Real,the idiot girls actionadventure club true tales from a magnificent and clumsy life
The Sixties: Years of Hope  Days of Rage,3.73,0.0,Goodreads_Real,the sixties years of hope  days of rage
Nightingale's Song,3.02,0.0,Goodreads_Real,nightingales song
?????:????,4.44,0.0,Goodreads_Real,
Gravitation #2,3.99,0.0,Goodreads_Real,gravitation 2
To Kill a Mockingbird,4.27,0.0,Goodreads_Real,to kill a mockingbird
Alta (Dragon Jousters  #2),4.03,0.0,Goodreads_Real,alta dragon jousters  2
The Picture of Dorian Gray,4.08,0.0,Goodreads_Real,the picture of dorian gray
Yakitate!! Japan  Volume 2,3.99,0.0,Goodreads_Real,yakitate japan  volume 2
Wide Sargasso Sea,3.58,0.0,Goodreads_Real,wide sargasso sea
Nineteen Eighty-Four,4.18,0.0,Goodreads_Real,nineteen eightyfour
Your Eight Year Old: Lively and Outgoing,3.86,0.0,Goodreads_Real,your eight year old lively and outgoing
Orwell in Spain: The Full Text of Homage to Catalonia  with Associated Articles  Reviews and Letters from the Complete Works of George Orwell,4.14,0.0,Goodreads_Real,orwell in spain the full text of homage to catalonia  with associated articles  reviews and letters from the complete works of george orwell
Of Mice and Men,3.87,0.0,Goodreads_Real,of mice and men
Dragon's Fire (Pern  #19),3.98,0.0,Goodreads_Real,dragons fire pern  19
Murder in the Cathedral,3.76,0.0,Goodreads_Real,murder in the cathedral
Pearl S. Buck: A Cultural Biography,4.17,0.0,Goodreads_Real,pearl s buck a cultural biography
Men Who Hate Women and the Women Who Love Them: When Loving Hurts and You Don't Know Why,4.09,0.0,Goodreads_Real,men who hate women and the women who love them when loving hurts and you dont know why
John's Story: The Last Eyewitness (The Jesus Chronicles  #1),3.94,0.0,Goodreads_Real,johns story the last eyewitness the jesus chronicles  1
Crest of the Stars 2: A Modest War  (Seikai no Monshou  #2),4.11,0.0,Goodreads_Real,crest of the stars 2 a modest war  seikai no monshou  2
Notebook of a Return to the Native Land,4.09,0.0,Goodreads_Real,notebook of a return to the native land
A Christmas Memory,4.24,0.0,Goodreads_Real,a christmas memory
Underworld,3.92,0.0,Goodreads_Real,underworld
Stephen Hawking's Universe: The Cosmos Explained,4.29,0.0,Goodreads_Real,stephen hawkings universe the cosmos explained
The Sorority: Samantha (Sorority Trilogy  #3),3.72,0.0,Goodreads_Real,the sorority samantha sorority trilogy  3
The Shape of Things to Come,3.61,0.0,Goodreads_Real,the shape of things to come
